start_time,end_time,wav_file,emotion,val,act,dom,text
47.34,59.38,Ses01F_impro06_F006,sad,3.5,3,4,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city."
59.4525,67.4525,Ses01F_impro06_F007,sad,3.5,3,4,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.
70.22,80.13,Ses01F_impro06_F008,sad,2.5,3.5,3.5,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-
80.16,87.74,Ses01F_impro06_F009,neu,2.5,3,3.5,"this woman came up and, you know, it was hers. It was her person that was there."
87.83,93.67,Ses01F_impro06_F010,sad,2,2.5,3.5,"Yeah.  And she was like, that's pathetic, I hope you enjoy it."
101.83,116.91,Ses01F_impro06_F011,sad,2,3,4,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly."
117.07,126.04,Ses01F_impro06_F012,sad,2,3.5,4.5,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever."
132.9575,134.49,Ses01F_impro06_F013,sad,2,2,2,I don't know.
135.96,137.95,Ses01F_impro06_F014,sad,3,3,2.5,At the cemetery?
138.0685,141.05,Ses01F_impro06_F015,sad,2,2,2.5,couple hours.
141.84,149.4375,Ses01F_impro06_F016,neu,4,3,3.5,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers."
158.08,163.35,Ses01F_impro06_F017,xxx,4,3,3.5,It was hot.[LIPSMACK]
167.64,174.84,Ses01F_impro06_F018,neu,4,3,3.5,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.
176.35,178.01,Ses01F_impro06_F019,neu,2.5,2,2.5,Yeah.
182.56,197.73,Ses01F_impro06_F020,sad,2.5,3,4,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors."
197.755,214.34,Ses01F_impro06_F021,sad,2,3,4,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her."
217.5,222.41,Ses01F_impro06_F022,sad,4,3,3.5,She used to have these poetry parties on Memorial Day.
223.52,227.55,Ses01F_impro06_F023,sad,2.5,2,2.5,Umm. Yeah.
229.08,235.98,Ses01F_impro06_F024,sad,1.5,2,3,"And the last time before she died, I remember she couldn't really stand, umm..."
237.53,256.48,Ses01F_impro06_F025,sad,3,3.5,4.5,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool."
266.55,275.31,Ses01F_impro06_F026,sad,3,3,3.5,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-"
275.38,281.6,Ses01F_impro06_F027,neu,2,2,3.5,"There's another one, I can't remember."
282.01,311.14,Ses01F_impro06_F028,sad,3,3.5,4,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?"
11.46,14.74,Ses01F_impro06_M000,sad,2.5,2,3,"I'm sorry, Joy."
18.49,24.91,Ses01F_impro06_M001,neu,2.5,3,3.5,Is there anything I can get you?  Do you want me to take care of anything for you or...?
25.12,26.56,Ses01F_impro06_M002,neu,2.5,2,3,...pick up anything?
28.97,35.02,Ses01F_impro06_M003,sad,2.5,2,3.5,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.
56.17,57.49,Ses01F_impro06_M004,neu,3,3,2.5,Hmm.
86.96,88.63,Ses01F_impro06_M005,neu,3,2,2.5,Oh.  She was there?
107.78,109.27,Ses01F_impro06_M006,neu,3,2,2.5,Mmhmm.
125.47,127.19,Ses01F_impro06_M007,sad,3,2,2.5,Yeah.
134.4,136.49,Ses01F_impro06_M008,neu,3,2.5,2.5,How long were you there for?
137.09,138.44,Ses01F_impro06_M009,neu,3,2.5,2.5,Mmhmm.
144.09,145.68,Ses01F_impro06_M010,neu,3,2.5,3,Oh really?
155.07,158.38,Ses01F_impro06_M011,neu,3,2,3,You ran through the sprinklers in the cemetery?
165.61,168.1,Ses01F_impro06_M012,neu,2.5,2.5,2.5,Is it a big cemetery?
174.39,177.15,Ses01F_impro06_M013,neu,3,2.5,2.5,"Oh, so they're like really old too, really old ones?"
219.73,221.03,Ses01F_impro06_M014,neu,3,2.5,2,Mmhmm.
255.35,257.31,Ses01F_impro06_M015,neu,3,3,2.5,Mmhmm.
262.99,266.175,Ses01F_impro06_M016,neu,3,2.5,2.5,So she wrote a lot of poetry?
308.24,310.01,Ses01F_impro06_M017,xxx,4,3,2.5,Mmhmm.Mmhmm.Mmhmm.
3.95,10.59,Ses01F_impro07_F000,exc,5,5,4.5,"Yes.  There's a big envelope it says, you're in. I know."
11.36,16.5575,Ses01F_impro07_F001,xxx,4,4.5,3.5,So I have to move back to the ghetto but...I know.
19.61,31.65,Ses01F_impro07_F002,exc,4,4,3,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that."
32.52,34.9,Ses01F_impro07_F003,exc,4.5,4.5,4.5,"Oh- I know, I know, I know, I know."
37.1625,42.49,Ses01F_impro07_F004,exc,3,3.5,3,"I don't know.  I spend so much time commuting as it is, I'd rather."
42.955,45.885,Ses01F_impro07_F005,exc,5,4.5,4.5,I know. We should throw a party.
46.28,55.41,Ses01F_impro07_F006,xxx,4.5,4,3.5,"At Arapaho we could afford that. """". Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?"
63.02,72.75,Ses01F_impro07_F007,xxx,4,4,3.5,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.
73.505,80.78,Ses01F_impro07_F008,xxx,4,3,3,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say."
81.0275,83.305,Ses01F_impro07_F009,exc,4,3,2.5,Yeah.  I'm not sure.
84.51,88.31,Ses01F_impro07_F010,exc,5,4.5,4,Umm...P.h.D. [LAUGHTER]
89.56,94.815,Ses01F_impro07_F011,xxx,4,3.5,3,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm."
94.86,100.74,Ses01F_impro07_F012,exc,4.5,4,3.5,So I get to mold young minds. Mrs.?  That's my mother.
103.26,110.46,Ses01F_impro07_F013,exc,4.5,4,4,"I would be like- Oh. Right, right, right."
115.68,126.41,Ses01F_impro07_F014,xxx,4,3.5,3.5,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works."
127.43,130.3175,Ses01F_impro07_F015,xxx,4.5,4,3,Yeah.  Totally. [LAUGHTER]
133.3125,142.3625,Ses01F_impro07_F016,exc,4.5,3.5,3,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah."
2.97,4.78,Ses01F_impro07_M000,exc,3.5,3,2,Did you get the letter?
7.5325,11.96,Ses01F_impro07_M001,exc,4.5,4.5,4,Yeah. That is so awesome.
13.92,19.09,Ses01F_impro07_M002,exc,4.5,4,4,Oh my God. What are you going to do? [LAUGHTER]
20.68,28.06,Ses01F_impro07_M003,exc,4.5,3.5,2.5,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly."
30.915,38.81,Ses01F_impro07_M004,exc,4,4,3,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?"
41.17,46.9975,Ses01F_impro07_M005,exc,4.5,4.5,3.5,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.
47.11,52.8125,Ses01F_impro07_M006,exc,4.5,4.5,3.5,A rapper party ho. Yeah. Okay.
54.16,63.28,Ses01F_impro07_M007,exc,4.5,4.5,4.5,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo."
64.6275,67.24,Ses01F_impro07_M008,exc,4,3,3,Yeah.  Big time.
67.725,74.0325,Ses01F_impro07_M009,exc,3.5,4,3.5,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?
76.62,78.17,Ses01F_impro07_M010,xxx,3.5,3.5,2.5,"Oh, okay."
78.84,81.36,Ses01F_impro07_M011,xxx,3,2.5,2.5,Ooh. Fancy.
82.6575,87.1025,Ses01F_impro07_M012,neu,3,2.5,3,Is this a Masters or a P.h.D.?  Or can you...? Nice
87.5875,90.65,Ses01F_impro07_M013,neu,4,2.5,2.5,"That's good.  Don't you have to like teach a class, too, when you do that?"
94.29,99.37,Ses01F_impro07_M014,exc,4,4.5,3,"Teacher. Mrs. Nash, I have a question."
99.9875,110.54,Ses01F_impro07_M015,exc,4.5,4,3.5,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.
110.54,116.28,Ses01F_impro07_M016,xxx,4.5,4,3,"Mrs. Nash.  That's so awesome, though."
116.28,119.8507,Ses01F_impro07_M017,exc,4,3.5,2.5,Yay...School's fun.
123.2575,128.04,Ses01F_impro07_M018,neu,4,3,3,"Of course, right.  That's where the real money is, being a student."
128.54,141.685,Ses01F_impro07_M019,hap,4.5,4,3,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.
6.21,9.32,Ses01F_script01_1_F000,fru,2,2.3333,2.3333,What's he going to say?
9.35,12.8955,Ses01F_script01_1_F001,xxx,2,2.3333,1.6667,Maybe we should tell him before he sees it.
14.3063,19.5526,Ses01F_script01_1_F002,sur,2.3333,2.3333,2.6667,How could he see it?  I was the first one up; he was still in bed.
22.32,24.6667,Ses01F_script01_1_F003,xxx,3,3,2.6667,When?
35.3799,39.09,Ses01F_script01_1_F004,xxx,2,2,2,What was he doing out here at four o clock in the morning?
40.02,44.9688,Ses01F_script01_1_F005,neu,2,1.6667,2,"He's dreaming of him again, walking around."
46.95,52.32,Ses01F_script01_1_F006,xxx,1.6667,2.3333,3.3333,It's getting to be just like after he died.  What's the meaning of that?
58.95,60.88,Ses01F_script01_1_F007,xxx,2.6667,3.6667,3.6667,What?
67.6,70.67,Ses01F_script01_1_F008,xxx,2,2.3333,2.6667,What do you mean dishonest?
78.3648,81.5611,Ses01F_script01_1_F009,fru,2.6667,2.6667,3.6667,What do you want to do?  Argue with him?
100.14,102.3482,Ses01F_script01_1_F010,fru,2.6667,2.6667,3,You can't say that to him.
104.29,108.7408,Ses01F_script01_1_F011,fru,2.3333,3.3333,3.6667,Where's the proof?  Do you have any proof?
117.8228,129.51,Ses01F_script01_1_F012,fru,2.3333,3,4,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?"
134.01,141.95,Ses01F_script01_1_F013,xxx,2.3333,4.3333,3.6667,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--"
150.27,152.6736,Ses01F_script01_1_F014,fru,2.6667,1.6667,2.3333,Why?
156.1786,160.67,Ses01F_script01_1_F015,neu,3,2.3333,3,"Well I got an idea, but what's your story?"
165.6573,169.559,Ses01F_script01_1_F016,xxx,2.6667,2.6667,3,"Well that's only your business, Chris."
171.63,175.49,Ses01F_script01_1_F017,xxx,2,3,3.6667,Well what do you want me to do?  You're old enough to know your own mind.
176.96,179.75,Ses01F_script01_1_F018,xxx,2.6667,2.6667,2.3333,Well you want to make sure that your father is not going to --
183.98,186.05,Ses01F_script01_1_F019,xxx,3,2.6667,2.3333,I'm just saying.
194.06,198.91,Ses01F_script01_1_F020,xxx,2.3333,4,4.3333,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.
205.16,215.17,Ses01F_script01_1_F021,fru,2.3333,4,4,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl."
219.04,223.82,Ses01F_script01_1_F022,fru,2.3333,3.3333,2.3333,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go."
235.2,238.56,Ses01F_script01_1_F023,fru,3.3333,2.6667,2.3333,"You're a considerate fellow, there's nothing wrong in that."
241.3769,245.1904,Ses01F_script01_1_F024,fru,2.6667,2.6667,2.6667,I just don't see why.  Have you asked Annie yet?
246.8,251.4508,Ses01F_script01_1_F025,fru,2.6667,3.3333,3.6667,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.
266.83,270.73,Ses01F_script01_1_F026,fru,2.6667,2.6667,3,The trouble is you don't see enough women.  You never did.
274.1997,277.21,Ses01F_script01_1_F027,fru,2.3333,2.3333,2.3333,Why does it have to be Annie?
278.15,282.59,Ses01F_script01_1_F028,fru,2.3333,2,2.3333,Oh that's a great reason.  It's no reason at all.
282.73,286.92,Ses01F_script01_1_F029,fru,2.3333,3.6667,3.6667,"You haven't seen her since you went away to war, it's been five years."
299.31,302.195,Ses01F_script01_1_F030,fru,2.6667,2,1.6667,I don't want a diagram.
304.23,308.98,Ses01F_script01_1_F031,fru,2.3333,2.3333,1.6667,He thinks he's coming back Chris.
309.04,312.7098,Ses01F_script01_1_F032,fru,2,2,2.6667,"You marry that girl, you are pronouncing him dead..."
312.74,318.2648,Ses01F_script01_1_F033,fru,2.6667,2.6667,3.3333,...and then what's that going to do to your father?  Do you know?  I don't.
323.3348,326.075,Ses01F_script01_1_F034,neu,2.3333,2.6667,2.3333,Just give it some more thought.
341.97,344.8052,Ses01F_script01_1_F035,ang,1.6667,3.6667,4,What the hell is this?
349.63,352.5866,Ses01F_script01_1_F036,xxx,3,4,3.6667,Are you crazy?
356.4,359.87,Ses01F_script01_1_F037,ang,1.3333,4.3333,4.3333,You have a business here.  What the hell is this?
361.81,364.61,Ses01F_script01_1_F038,ang,2,3.6667,3.6667,Oh.  Must you be inspired?
382.6,387.97,Ses01F_script01_1_F039,fru,2.3333,3,3.6667,You mean to tell me that you would leave the business over this?
389.54,392.9042,Ses01F_script01_1_F040,fru,2.3333,2.6667,4,Well you don't want to think like that.
394.91,404.69,Ses01F_script01_1_F041,ang,1.6667,4.6667,4.3333,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you."
406.39,409.46,Ses01F_script01_1_F042,ang,2,4,3.6667,Just don't think like that.
412.7875,416.2484,Ses01F_script01_1_F043,fru,2.3333,2.3333,2,"I don't understand you, do I?"
420.35,423.2141,Ses01F_script01_1_F044,fru,2.3333,1.3333,1.3333,I can see that.
11.9892,15.1219,Ses01F_script01_1_M000,neu,3,1.6667,2.3333,He saw it.
19.0456,22.3962,Ses01F_script01_1_M001,neu,3,2,2.3333,He was out here when it broke.
24.8,35.9971,Ses01F_script01_1_M002,neu,2.6667,3,2.3333,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.
38.66,40.53,Ses01F_script01_1_M003,neu,3,2,2,I don't know.
44.55,47.23,Ses01F_script01_1_M004,neu,3,2,2,I guess he is.
51.43,59.55,Ses01F_script01_1_M005,fru,2.6667,2.6667,2.3333,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father."
62.1628,68.25,Ses01F_script01_1_M006,xxx,2.6667,2.6667,2.6667,"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off."
70.0764,78.8718,Ses01F_script01_1_M007,neu,2.6667,3,3,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?
81.4068,89.4307,Ses01F_script01_1_M008,fru,2.3333,2.6667,3,I don't want to argue but it's time he realized that nobody believes Larry is alive.
89.7172,101.38,Ses01F_script01_1_M009,fru,2.3333,3.6667,3.6667,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?"
102.1,104.72,Ses01F_script01_1_M010,neu,3,3.3333,3.6667,We've got to say it to him.
108.1897,118.47,Ses01F_script01_1_M011,fru,2.3333,2.3333,3.3333,"For God's sake, three years?  Nobody comes back after three years; that's insane."
130.76,134.59,Ses01F_script01_1_M012,neu,3,1.3333,2,"Sit down, Mom.  I want to talk to you."
141.05,149.75,Ses01F_script01_1_M013,fru,3,2.3333,2.3333,"All right, all right, all right.  You know why I asked Annie here, right?"
153.886,155.8699,Ses01F_script01_1_M014,neu,3,1.6667,2.3333,You know.
161.998,165.3487,Ses01F_script01_1_M015,neu,3,1.6667,2.6667,I'm going to ask her to marry me.
169.7574,172.18,Ses01F_script01_1_M016,neu,3.6667,2.6667,2.3333,You know it's not just my business.
174.7833,177.72,Ses01F_script01_1_M017,neu,3,2.6667,2.6667,"So all right then, I'll just go ahead with it?"
179.28,181.9475,Ses01F_script01_1_M018,fru,3,3.3333,3.6667,Then it's not just my business.
185.03,195.28,Ses01F_script01_1_M019,ang,2,4.3333,4,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things."
197.6,199.7475,Ses01F_script01_1_M020,fru,2.6667,4,3.6667,She's not Larry's girl.
224.7,236.05,Ses01F_script01_1_M021,fru,2,3,2.3333,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time."
237.8,240.429,Ses01F_script01_1_M022,fru,2,3.3333,3.3333,To hell with that.
245.2786,247.57,Ses01F_script01_1_M023,neu,3,2,2.3333,I wanted to get this settled first.
251.2965,261.05,Ses01F_script01_1_M024,neu,2.6667,1.6667,2,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him."
262.65,267.2119,Ses01F_script01_1_M025,neu,2.6667,2,3,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.
269.73,274.6626,Ses01F_script01_1_M026,fru,2,3.3333,3,So what.  I'm not fast with women.
276.24,278.3659,Ses01F_script01_1_M027,fru,3,2.6667,2.6667,Because it is.
281.57,283.89,Ses01F_script01_1_M028,fru,2,3,1.6667,I don't know.
285.96,296.03,Ses01F_script01_1_M029,fru,2.6667,3,3.3333,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie."
297,300.07,Ses01F_script01_1_M030,fru,1.6667,4.3333,4.6667,"Mom, what do you want?  A diagram?"
318.2868,321.98,Ses01F_script01_1_M031,fru,2,2,1.3333,"All right, then, Mom. "
325.73,336.5389,Ses01F_script01_1_M032,fru,2.6667,3.6667,3.3333,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy."
336.7373,342.3143,Ses01F_script01_1_M033,fru,2,2,3,"But if I can't do that here, I may have to go somewhere else."
344.4966,350.15,Ses01F_script01_1_M034,neu,3,2.6667,3.3333,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York."
352.1016,356.88,Ses01F_script01_1_M035,fru,2.3333,2.3333,2.3333,"I've been a good son for too long, a good sucker."
359.03,362.82,Ses01F_script01_1_M036,fru,3,3.3333,3,The business?  The business doesn't inspire me.
363.87,373.5675,Ses01F_script01_1_M037,fru,3,4,4,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy."
373.5975,383.15,Ses01F_script01_1_M038,fru,2.6667,3.6667,3.6667,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it."
