,start_time,end_time,wav_file,emotion,val,act,dom,text,label
289,25.12,26.56,Ses01F_impro06_M002,neu,2.5,2,3,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,0
290,28.97,35.02,Ses01F_impro06_M003,sad,2.5,2,3.5,"Oh, so they're like really old too, really old ones?",3
291,56.17,57.49,Ses01F_impro06_M004,neu,3,3,2.5,Yeah.,0
292,86.96,88.63,Ses01F_impro06_M005,neu,3,2,2.5,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",0
293,107.78,109.27,Ses01F_impro06_M006,neu,3,2,2.5,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",0
294,125.47,127.19,Ses01F_impro06_M007,sad,3,2,2.5,She used to have these poetry parties on Memorial Day.,3
295,134.4,136.49,Ses01F_impro06_M008,neu,3,2.5,2.5,Mmhmm.,0
296,137.09,138.44,Ses01F_impro06_M009,neu,3,2.5,2.5,Umm. Yeah.,0
297,144.09,145.68,Ses01F_impro06_M010,neu,3,2.5,3,"And the last time before she died, I remember she couldn't really stand, umm...",0
298,155.07,158.38,Ses01F_impro06_M011,neu,3,2,3,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",0
299,165.61,168.1,Ses01F_impro06_M012,neu,2.5,2.5,2.5,Mmhmm.,0
300,174.39,177.15,Ses01F_impro06_M013,neu,3,2.5,2.5,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",0
301,219.73,221.03,Ses01F_impro06_M014,neu,3,2.5,2,So she wrote a lot of poetry?,0
302,255.35,257.31,Ses01F_impro06_M015,neu,3,3,2.5,"There's another one, I can't remember.",0
303,262.99,266.175,Ses01F_impro06_M016,neu,3,2.5,2.5,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?",0
305,3.95,10.59,Ses01F_impro07_F000,exc,5,5,4.5,Did you get the letter?,5
307,19.61,31.65,Ses01F_impro07_F002,exc,4,4,3,Yeah. That is so awesome.,5
308,32.52,34.9,Ses01F_impro07_F003,exc,4.5,4.5,4.5,Oh my God. What are you going to do? [LAUGHTER],5
309,37.1625,42.49,Ses01F_impro07_F004,exc,3,3.5,3,So I have to move back to the ghetto but...I know.,5
310,42.955,45.885,Ses01F_impro07_F005,exc,5,4.5,4.5,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",5
314,81.0275,83.305,Ses01F_impro07_F009,exc,4,3,2.5,"I don't know.  I spend so much time commuting as it is, I'd rather.",5
315,84.51,88.31,Ses01F_impro07_F010,exc,5,4.5,4,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,5
317,94.86,100.74,Ses01F_impro07_F012,exc,4.5,4,3.5,"At Arapaho we could afford that. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?",5
318,103.26,110.46,Ses01F_impro07_F013,exc,4.5,4,4,A rapper party ho. Yeah. Okay.,5
321,133.3125,142.3625,Ses01F_impro07_F016,exc,4.5,3.5,3,Yeah.  Big time.,5
322,2.97,4.78,Ses01F_impro07_M000,exc,3.5,3,2,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,5
323,7.5325,11.96,Ses01F_impro07_M001,exc,4.5,4.5,4,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",5
324,13.92,19.09,Ses01F_impro07_M002,exc,4.5,4,4,"Oh, okay.",5
325,20.68,28.06,Ses01F_impro07_M003,exc,4.5,3.5,2.5,Ooh. Fancy.,5
326,30.915,38.81,Ses01F_impro07_M004,exc,4,4,3,Yeah.  I'm not sure.,5
327,41.17,46.9975,Ses01F_impro07_M005,exc,4.5,4.5,3.5,Is this a Masters or a P.h.D.?  Or can you...? Nice,5
328,47.11,52.8125,Ses01F_impro07_M006,exc,4.5,4.5,3.5,Umm...P.h.D. [LAUGHTER],5
329,54.16,63.28,Ses01F_impro07_M007,exc,4.5,4.5,4.5,"That's good.  Don't you have to like teach a class, too, when you do that?",5
330,64.6275,67.24,Ses01F_impro07_M008,exc,4,3,3,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm.",5
331,67.725,74.0325,Ses01F_impro07_M009,exc,3.5,4,3.5,"Teacher. Mrs. Nash, I have a question.",5
334,82.6575,87.1025,Ses01F_impro07_M012,neu,3,2.5,3,"I would be like- Oh. Right, right, right.",0
335,87.5875,90.65,Ses01F_impro07_M013,neu,4,2.5,2.5,"Mrs. Nash.  That's so awesome, though.",0
336,94.29,99.37,Ses01F_impro07_M014,exc,4,4.5,3,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",5
337,99.9875,110.54,Ses01F_impro07_M015,exc,4.5,4,3.5,Yay...School's fun.,5
339,116.28,119.8507,Ses01F_impro07_M017,exc,4,3.5,2.5,Yeah.  Totally. [LAUGHTER],5
340,123.2575,128.04,Ses01F_impro07_M018,neu,4,3,3,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,0
341,128.54,141.685,Ses01F_impro07_M019,hap,4.5,4,3,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",4
342,6.21,9.32,Ses01F_script01_1_F000,fru,2,2.3333,2.3333,What's he going to say?,1
347,40.02,44.9688,Ses01F_script01_1_F005,neu,2,1.6667,2,When?,0
351,78.3648,81.5611,Ses01F_script01_1_F009,fru,2.6667,2.6667,3.6667,"He's dreaming of him again, walking around.",1
352,100.14,102.3482,Ses01F_script01_1_F010,fru,2.6667,2.6667,3,I guess he is.,1
353,104.29,108.7408,Ses01F_script01_1_F011,fru,2.3333,3.3333,3.6667,It's getting to be just like after he died.  What's the meaning of that?,1
354,117.8228,129.51,Ses01F_script01_1_F012,fru,2.3333,3,4,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",1
356,150.27,152.6736,Ses01F_script01_1_F014,fru,2.6667,1.6667,2.3333,"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off.",1
357,156.1786,160.67,Ses01F_script01_1_F015,neu,3,2.3333,3,What do you mean dishonest?,0
363,205.16,215.17,Ses01F_script01_1_F021,fru,2.3333,4,4,We've got to say it to him.,1
364,219.04,223.82,Ses01F_script01_1_F022,fru,2.3333,3.3333,2.3333,Where's the proof?  Do you have any proof?,1
365,235.2,238.56,Ses01F_script01_1_F023,fru,3.3333,2.6667,2.3333,"For God's sake, three years?  Nobody comes back after three years; that's insane.",1
366,241.3769,245.1904,Ses01F_script01_1_F024,fru,2.6667,2.6667,2.6667,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",1
367,246.8,251.4508,Ses01F_script01_1_F025,fru,2.6667,3.3333,3.6667,"Sit down, Mom.  I want to talk to you.",1
368,266.83,270.73,Ses01F_script01_1_F026,fru,2.6667,2.6667,3,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",1
369,274.1997,277.21,Ses01F_script01_1_F027,fru,2.3333,2.3333,2.3333,"All right, all right, all right.  You know why I asked Annie here, right?",1
370,278.15,282.59,Ses01F_script01_1_F028,fru,2.3333,2,2.3333,Why?,1
371,282.73,286.92,Ses01F_script01_1_F029,fru,2.3333,3.6667,3.6667,You know.,1
372,299.31,302.195,Ses01F_script01_1_F030,fru,2.6667,2,1.6667,"Well I got an idea, but what's your story?",1
373,304.23,308.98,Ses01F_script01_1_F031,fru,2.3333,2.3333,1.6667,I'm going to ask her to marry me.,1
374,309.04,312.7098,Ses01F_script01_1_F032,fru,2,2,2.6667,"Well that's only your business, Chris.",1
375,312.74,318.2648,Ses01F_script01_1_F033,fru,2.6667,2.6667,3.3333,You know it's not just my business.,1
376,323.3348,326.075,Ses01F_script01_1_F034,neu,2.3333,2.6667,2.3333,Well what do you want me to do?  You're old enough to know your own mind.,0
377,341.97,344.8052,Ses01F_script01_1_F035,ang,1.6667,3.6667,4,"So all right then, I'll just go ahead with it?",2
379,356.4,359.87,Ses01F_script01_1_F037,ang,1.3333,4.3333,4.3333,Then it's not just my business.,2
380,361.81,364.61,Ses01F_script01_1_F038,ang,2,3.6667,3.6667,I'm just saying.,2
381,382.6,387.97,Ses01F_script01_1_F039,fru,2.3333,3,3.6667,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",1
382,389.54,392.9042,Ses01F_script01_1_F040,fru,2.3333,2.6667,4,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,1
383,394.91,404.69,Ses01F_script01_1_F041,ang,1.6667,4.6667,4.3333,She's not Larry's girl.,2
384,406.39,409.46,Ses01F_script01_1_F042,ang,2,4,3.6667,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",2
385,412.7875,416.2484,Ses01F_script01_1_F043,fru,2.3333,2.3333,2,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",1
386,420.35,423.2141,Ses01F_script01_1_F044,fru,2.3333,1.3333,1.3333,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",1
387,11.9892,15.1219,Ses01F_script01_1_M000,neu,3,1.6667,2.3333,"You're a considerate fellow, there's nothing wrong in that.",0
388,19.0456,22.3962,Ses01F_script01_1_M001,neu,3,2,2.3333,To hell with that.,0
389,24.8,35.9971,Ses01F_script01_1_M002,neu,2.6667,3,2.3333,I just don't see why.  Have you asked Annie yet?,0
390,38.66,40.53,Ses01F_script01_1_M003,neu,3,2,2,I wanted to get this settled first.,0
391,44.55,47.23,Ses01F_script01_1_M004,neu,3,2,2,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,0
392,51.43,59.55,Ses01F_script01_1_M005,fru,2.6667,2.6667,2.3333,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",1
394,70.0764,78.8718,Ses01F_script01_1_M007,neu,2.6667,3,3,The trouble is you don't see enough women.  You never did.,0
395,81.4068,89.4307,Ses01F_script01_1_M008,fru,2.3333,2.6667,3,So what.  I'm not fast with women.,1
396,89.7172,101.38,Ses01F_script01_1_M009,fru,2.3333,3.6667,3.6667,Why does it have to be Annie?,1
397,102.1,104.72,Ses01F_script01_1_M010,neu,3,3.3333,3.6667,Because it is.,0
398,108.1897,118.47,Ses01F_script01_1_M011,fru,2.3333,2.3333,3.3333,Oh that's a great reason.  It's no reason at all.,1
399,130.76,134.59,Ses01F_script01_1_M012,neu,3,1.3333,2,I don't know.,0
400,141.05,149.75,Ses01F_script01_1_M013,fru,3,2.3333,2.3333,"You haven't seen her since you went away to war, it's been five years.",1
401,153.886,155.8699,Ses01F_script01_1_M014,neu,3,1.6667,2.3333,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",0
402,161.998,165.3487,Ses01F_script01_1_M015,neu,3,1.6667,2.6667,"Mom, what do you want?  A diagram?",0
403,169.7574,172.18,Ses01F_script01_1_M016,neu,3.6667,2.6667,2.3333,I don't want a diagram.,0
404,174.7833,177.72,Ses01F_script01_1_M017,neu,3,2.6667,2.6667,He thinks he's coming back Chris.,0
405,179.28,181.9475,Ses01F_script01_1_M018,fru,3,3.3333,3.6667,"You marry that girl, you are pronouncing him dead...",1
406,185.03,195.28,Ses01F_script01_1_M019,ang,2,4.3333,4,...and then what's that going to do to your father?  Do you know?  I don't.,2
407,197.6,199.7475,Ses01F_script01_1_M020,fru,2.6667,4,3.6667,"All right, then, Mom. ",1
408,224.7,236.05,Ses01F_script01_1_M021,fru,2,3,2.3333,Just give it some more thought.,1
409,237.8,240.429,Ses01F_script01_1_M022,fru,2,3.3333,3.3333,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",1
410,245.2786,247.57,Ses01F_script01_1_M023,neu,3,2,2.3333,"But if I can't do that here, I may have to go somewhere else.",0
411,251.2965,261.05,Ses01F_script01_1_M024,neu,2.6667,1.6667,2,What the hell is this?,0
412,262.65,267.2119,Ses01F_script01_1_M025,neu,2.6667,2,3,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",0
413,269.73,274.6626,Ses01F_script01_1_M026,fru,2,3.3333,3,Are you crazy?,1
414,276.24,278.3659,Ses01F_script01_1_M027,fru,3,2.6667,2.6667,"I've been a good son for too long, a good sucker.",1
415,281.57,283.89,Ses01F_script01_1_M028,fru,2,3,1.6667,You have a business here.  What the hell is this?,1
416,285.96,296.03,Ses01F_script01_1_M029,fru,2.6667,3,3.3333,The business?  The business doesn't inspire me.,1
417,297,300.07,Ses01F_script01_1_M030,fru,1.6667,4.3333,4.6667,Oh.  Must you be inspired?,1
418,318.2868,321.98,Ses01F_script01_1_M031,fru,2,2,1.3333,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",1
419,325.73,336.5389,Ses01F_script01_1_M032,fru,2.6667,3.6667,3.3333,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",1
420,336.7373,342.3143,Ses01F_script01_1_M033,fru,2,2,3,You mean to tell me that you would leave the business over this?,1
421,344.4966,350.15,Ses01F_script01_1_M034,neu,3,2.6667,3.3333,"On this, I would.",0
422,352.1016,356.88,Ses01F_script01_1_M035,fru,2.3333,2.3333,2.3333,Well you don't want to think like that.,1
423,359.03,362.82,Ses01F_script01_1_M036,fru,3,3.3333,3,Then help me stay here.,1
424,363.87,373.5675,Ses01F_script01_1_M037,fru,3,4,4,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",1
425,373.5975,383.15,Ses01F_script01_1_M038,fru,2.6667,3.6667,3.6667,I know that.  Then just help me stay here.,1
426,387.5,390.11,Ses01F_script01_1_M039,neu,3,1.6667,2,Just don't think like that.,0
427,392.31,395.69,Ses01F_script01_1_M040,neu,3,1.6667,2,Well I am thinking like that.,0
428,403.43,407.04,Ses01F_script01_1_M041,fru,2.6667,2.6667,2.3333,"I don't understand you, do I?",1
429,408.96,412.8536,Ses01F_script01_1_M042,fru,3,2.6667,3.6667,No.  You don't.  I'm a pretty tough guy.,1
430,415.92,420.4807,Ses01F_script01_1_M043,fru,3,2.3333,3.3333,I can see that.,1
434,39.93,42.96,Ses01F_script01_2_F003,ang,2,2.5,4,Well maybe...maybe he just wanted to see her.,2
435,44.35,46.3,Ses01F_script01_2_F004,ang,2.5,2.5,3.5,Nobody comes seven hundred miles just to see.,2
436,47.1,50.85,Ses01F_script01_2_F005,ang,1.5,3.5,4.5,"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",2
437,52.03,56.42,Ses01F_script01_2_F006,ang,1.5,4,4.5,You don't look at me like that.  He didn't tell me anything more than he told you.,2
438,57.76,66.65,Ses01F_script01_2_F007,ang,1.5,4.5,4.5,He's not going to marry her.,2
439,67.48,78.26,Ses01F_script01_2_F008,ang,1.5,4.5,4.5,How do you know he's even thinking about it?,2
440,82.12,91.28,Ses01F_script01_2_F009,ang,1.5,2,4.5,It's got that about it.,2
441,92.36,102.17,Ses01F_script01_2_F010,ang,1.5,3.5,4.5,Oh.  So what.,2
442,102.26,105.76,Ses01F_script01_2_F011,ang,1.5,3.5,4.5,"What is going on here, Joe?",2
443,108.2,122.34,Ses01F_script01_2_F012,ang,1.5,4.5,5,Now listen.,2
444,122.41,132.62,Ses01F_script01_2_F013,ang,1,4.5,5,She is not his girl.  She knows she's not.,2
445,137.98,140.69,Ses01F_script01_2_F014,fru,2,3,2.5,You can't read her mind.,1
447,16.63,21.66,Ses01F_script01_2_M001,neu,3,3,2.5,How do you know why she waited?,0
449,33.62,40.52,Ses01F_script01_2_M003,fru,2,3.5,4,"Hey look, it's a nice day, huh?  Why are we arguing?",1
450,42.44,45.24,Ses01F_script01_2_M004,neu,2.5,3,2.5,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",0
452,50.6,52.55,Ses01F_script01_2_M006,fru,2.5,3.5,3,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",1
453,55.87,58.2,Ses01F_script01_2_M007,fru,2.5,3.5,3.5,I won't stand for any nonsense.,1
455,78.38,82.65,Ses01F_script01_2_M009,fru,2.5,3,2.5,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",1
457,106.61,108.1825,Ses01F_script01_2_M011,fru,2.5,2,3,Calm yourself.,1
458,109.38,111.65,Ses01F_script01_2_M012,fru,2,2,3,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",1
459,121.29,123.23,Ses01F_script01_2_M013,fru,2.5,2.5,4,Okay. Calm yourself.,1
460,124.1625,126.36,Ses01F_script01_2_M014,fru,2,3,4,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",1
461,126.58,133.76,Ses01F_script01_2_M015,fru,1.5,4,4.5,"Look at you, you're shaking.",1
463,140.92,147.51,Ses01F_script01_2_M017,ang,1.5,4,4.5,"What have I got to hide?  What the hell is the matter with you, Kate?",2
464,4.8285,8.9243,Ses01F_script01_3_F000,neu,4,1.6667,2.3333,You're the only one who still loves his parents.,0
465,12.3484,17.0473,Ses01F_script01_3_F001,neu,4.3333,2,2.3333,"I know.  It kind of went out of style, didn't it?",0
466,17.1566,26.1173,Ses01F_script01_3_F002,neu,3.3333,2,2.3333,It's not so bad; it's a good thing.,0
467,28.31,36.1344,Ses01F_script01_3_F003,neu,3,1.3333,2.3333,"You know, it's lovely here.  The air is sweet.",0
468,38.32,41.6,Ses01F_script01_3_F004,neu,3.3333,2.6667,2.6667,You're not sorry you came.,0
469,42.82,47.33,Ses01F_script01_3_F005,neu,3.3333,2,1.6667,"I'm not sorry, no. But I'm...I can't stay.",0
470,49.1,53.9831,Ses01F_script01_3_F006,neu,3,2.3333,2.3333,Why not?,0
471,63.01,65.8944,Ses01F_script01_3_F007,neu,2.6667,1.3333,2.3333,"For one thing, your mother much as told me to go.",0
472,69.64,75.91,Ses01F_script01_3_F008,neu,3.6667,2.6667,3,Well.,0
473,87.61,94.67,Ses01F_script01_3_F009,neu,4,3,2,"And then, you.  You've been kind of...",0
474,97.02,98.4227,Ses01F_script01_3_F010,hap,4.6667,3.6667,2.3333,What?,4
475,98.9525,101.725,Ses01F_script01_3_F011,hap,4.6667,4,2.6667,Sort of embarrassed ever since I got here.,4
476,108.9225,114.07,Ses01F_script01_3_F012,hap,5,4.3333,2.3333,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,4
477,117,118.8,Ses01F_script01_3_F013,hap,4.3333,3.3333,2.3333,I knew they would.,4
478,137.289,142.2065,Ses01F_script01_3_F014,neu,3,2.6667,3,You did?,0
479,146.98,150.5845,Ses01F_script01_3_F015,neu,3,2,2.3333,"Well sure, from your mother's point of view.  Why else would I come?",0
480,153.3875,156.3762,Ses01F_script01_3_F016,neu,2.6667,1.6667,1.6667,"So would you want to?  I mean, I guess you have to know that's kind of why I asked you to come?",0
481,159.06,161.23,Ses01F_script01_3_F017,hap,4.3333,3,2.6667,"I, umm. I guess, I guess that's kind of why I came.",4
